Cesar Lozano|2||0|0|||0|0||||
Kansas City Comic Con|3||0|0||50|20|0||||
Martin Rutter|1||0|0||12|12|0||||
Bruce Prichard|1||0|0||1|1|3| $30 |4|26|$764 
David Sedaris Parking Passes|5||0|0||281|140|0||||
Alton Brown Parking Passes|4||0|0||3|3|5| $24 |1|1|$24 
Shatner's World|1||0|0||37|37|4| $56 |7|31|$2,604 
John le Carre|1||0|0|||0|0||||
The Minimalists Parking Passes|3||0|0||102|51|0||||
MegaCon|4||0|0||3|3|0||||
Once Upon A Time Official Convention|4||0|0|||0|1| $60 |2|2|$120 
William Shatner|2||0|0||72|36|33| $92 |6|353|$37,038 
Graeme Swann|13||0|0|||0|0||||
Chris Perondi's Stunt Dog Experience|2||0|0|||0|0||||
Liverpool Legends|1||0|0||158|158|0||||
Jane Fonda|1||0|0||4|4|1| $35 |2|2|$70 
Capturing Pablo - An Evening with Javier Pena and Steve Murphy|1||0|0||45|45|1| $30 |2|2|$60 
James Van Praagh|1||0|0||12|12|13| $99 |2|54|$6,234 
Al Pacino Parking Passes|1||0|0||17|17|0||||
Doug Loves Movies Podcast|7||0|0||97|19|13| $27 |4|71| $2,251 
Stephen King Parking Passes|1||0|0||210|210|0||||
National Geographic Live|5||0|0||89|29|22| $50 |2|38| $1,970 
Anderson Cooper Parking Passes|1||0|0|||0|4| $16 |1|3| $39 
Condoleezza Rice|1||0|0||35|35|0||||
Robert Sapolsky|1||0|0||2|2|0||||
Chad Calek|1||0|0||4|4|1| $22 |9|9| $198 
Jay Rayner|1||0|0|||0|0||||
Robert Irvine|1||0|0||20|20|25| $75 |2|82| $8,544 
Intel Extreme Masters|1||0|0||35|35|4| $42 |17|76| $2,872 
David Duchovny|1||0|0||6|6|15| $45 |10|156| $7,262 
Lea DeLaria|1||0|0||81|81|2||0||
Lea DeLaria Parking Passes|1||0|0|||0|0||||
Caroline Kennedy|1||0|0||16|16|0||||
Simon Reeve|21||0|0|||0|0||||
Belong Tour Parking Passes|3||0|0|||0|2| $6 |38|76| $783 
Chris Hadfield|2||0|0||6|6|6| $44 |5|23| $1,200 
Cesar Millan - The Dog Whisperer Parking Passes|1||0|0|||0|0||||
Maureen Dowd|1||0|0||2|2|0||||
Up And Vanished|10||0|0||107|13|0||||
Michael Baisden Parking Passes|1||0|0|||0|0||||
Doris Kearns Goodwin|1||0|0||30|30|1| $71 |2|2| $142 
The Scott Brothers Parking Passes|5||0|0||38|19|0||||
Andy Cohen|1||0|0||28|28|1| $40 |4|4| $160 
Joe Biden Parking Passes|8||0|0||861|20|0||||
Eve Ensler|1||0|0||10|10|0||||
The Moth|3||0|0||68|18|48| $49 |4|267| $16,376 
Together Live Parking Passes|3||0|0||4|4|0||||
The Game Awards|1||0|0||76|76|2| $26 |38|77| $2,615 
Brian Reed|5||0|0|||0|0||||
Dan Rather|3||0|0||94|31|3| $60 |2|6| $366 
MAGCON|6||0|0||6|6|24| $107 |13|762| $170,602 
Henry Rollins|5||0|0|||0|94| $50 |8|1,117| $72,367 
Rob Lowe|1||0|0||64|64|0||||
Jim Ross|1||0|0|||0|8| $40 |4|128| $7,899 
Coach Bob Knight|2||0|0||8|8|7| $112 |19|107| $11,089 
Woody Allen|1||0|0||10|10|1| $150 |2|2| $300 
Levison Wood|6||0|0|||0|0||||
An Evening With Ant Middleton|25||0|0||4|4|0||||
Brene Brown Parking Passes|2||0|0||6|6|0||||
Jeff Van Gundy|1||0|0|||0|0||||
SVIEF Silicon Valley 2017|1||0|0|||0|0||||
Marcus Luttrell|1||0|0||20|20|6| $125 |2|14| $1,660 
JP Sears|1||0|0||46|46|0||||
The Adventure Zone|1||0|0||11|11|1| $35 |1|1| $35 
TED Talks|2||0|0||94|94|14| $125 |10|172| $21,088 
Arnold Schwarzenegger|2||0|0|||0|0||||
Celebration of Science and Reason|1||0|0||80|80|0||||
White Rabbit Project: Down The Rabbit Hole Parking Passes|1||0|0||3|3|0||||
Jenna Bush|1||0|0||6|6|0||||
Hal Holbrook|2||0|0||52|52|12| $129 |4|78| $8,912 
DragCon Parking Passes|2||0|0|||0|0||||
The Property Brothers|1||0|0||12|12|0||||
Coyote Peterson|2||0|0|||0|0||||
Ilana Glazer Parking Passes|3||0|0|||0|0||||
Alan Alda|1||0|0||4|4|1| $40 |4|4| $160 
Matt Groening|1||0|0||8|8|1| $20 |7|7| $220 
Alan Cumming|1||0|0|||0|26| $90 |6|225| $23,464 
Liz Pichon|9||0|0|||0|0||||
Aaron Tveit|2||0|0|||0|7| $50 |12|154| $13,513 
International Guitar Night|2||0|0|||0|0||||
TimesTalks|3||0|0||8|4|29| $67 |7|260| $23,715 
Jane Lynch|4||0|0||8|4|20| $85 |4|112| $9,210 
Molly Ringwald|1||0|0||4|4|9| $77 |3|25| $2,000 
Bryan Cranston|$1 ||0|0||62|62|$3 | $97 |4|17| $1,227 
The Roula and Ryan Road Show Parking Passes|1||0|0||9|9|0||||
Theresa Caputo Parking Passes|3||0|0||14|14|5| $24 |6|13| $344 
Pod Save America Parking Passes|2||0|0|||0|0||||
Wait Wait Dont Tell Me - NPR Parking Passes|2||0|0|||0|1| $19 |1|1| $19 
The Game Awards Parking Passes|1||0|0|||0|0||||
Distinguished Speaker Series|6||0|0|||0|27| $87 |2|69| $5,560 
The Needle Drop|7||0|0||14|7|0||||
Deepak Chopra Parking Passes|1||0|0|||0|0||||
Tony Danza Parking Passes|1||0|0|||0|0||||
Laura Ingraham|1||0|0||70|70|0||||
Tom Hanks Parking Passes|1||0|0|||0|0||||
Laura Ingraham Parking Passes|1||0|0|||0|0||||
Neil deGrasse Tyson Parking Passes|1||0|0|||0|8| $18 |2|9| $157 
Michael Baisden|1||0|0||2|2|1| $45 |2|2| $90 
Dan Rather Parking Passes|2||0|0||140|140|0||||
Peter Mansbridge|14||0|0||126|29|0||||
The Needle Drop Parking Passes|1||0|0|||0|0||||
MAGCON Parking Passes|2||0|0|||0|0||||
Up And Vanished Parking Passes|2||0|0|||0|0||||
Bruce Dickinson|3||0|0|||0|0||||
Mark Hamill|1||0|0||13|13|0||||
Bruce Prichard Parking Passes|1||0|0|||0|0||||
Tyler Henry Parking Passes|1||0|0|||0|0||||
JP Sears Parking Passes|1||0|0|||0|0||||
Soap Opera Festival|1||0|0||4|4|0||||
Eckhart Tolle|1||0|0|||0|4| $122 |7|47| $5,564 
Adam Henson|1||0|0|||0|0||||
The Moth Parking Passes|1||0|0|||0|1||0||
Comic Con Parking Passes|4||0|0|||0|3| $12 |1|3| $36 
Michael Chabon|1||0|0|||0|0||||
Sanjay Gupta|1||0|0|||0|0||||
Jane Pauley|1||0|0|||0|0||||
Martin Dempsey|1||0|0|||0|0||||
Paul Nicklen|1||0|0|||0|0||||
Jane Goodall|1||0|0|||0|7| $82 |6|35| $3,752 
Dear Evan Hansen New York|336| $356 |61|297|9,966|51,499|135|356| $302 |180|67,851| $24,357,080 
Hamilton Los Angeles|136| $321 |45|204|8,630|38,902|247|31| $400 |204|7,025| $3,528,705 
Hamilton New York|389| $547 |27|249|6,287|84,099|186|971| $574 |227|208,861| $149,644,355 
Hamilton Chicago|264| $279 |36|193|6,151|62,714|202|386| $323 |190|83,611| $30,436,932 
Hello Dolly New York|149| $252 |33|131|4,764|39,446|261|183| $260 |140|25,593| $9,092,253 
Come From Away New York|334| $283 |8|55|675|11,525|12|214| $188 |41|9,090| $1,944,850 
The Book of Mormon New York|275| $163 |8|51|624|12,242|22|2677| $235 |68|179,786| $45,474,215 
Aladdin The Musical New York|215| $119 |7|41|515|41,603|212|1451| $120 |62|100,992| $13,971,651 
Les Miserables Chicago|24| $176 |15|10|479|4,223|144|26| $159 |82|2,091| $342,996 
Wicked Cincinnati|40| $99 |9|16|476|3,467|74|24| $160 |41|1,154| $188,739 
Aladdin The Musical Chicago|6| $96 |72|62|379|384|62|169| $68 |77|14,781| $1,309,702 
Wicked Chicago|63| $187 |11|2|367|14,259|177|65| $159 |92|6,511| $1,138,911 
Wicked New York|254| $143 |6|29|348|50,479|160|2137| $142 |19|46,499| $8,162,071 
The Phantom of the Opera Boston|24| $131 |15|12|334|4,680|170|50| $109 |49|1,650| $187,658 
The King And I Atlanta|8| $110 |31|15|268|2,184|188|8| $79 |5|35| $3,187 
Lion King Baltimore|30| $145 |12|6|257|7,751|240|0||||
The Sound of Music Seattle|8| $75 |18|14|224|447|48|31| $120 |4|160| $21,464 
Wicked Seattle|2| $6 |217|0|217|30|15|81| $132 |33|5,727| $491,302 
Lion King New York|215| $208 |5|19|214|30,465|171|2272| $163 |15|48,130| $9,408,946 
The Color Purple Atlanta|8| $74 |23|2|208|2,123|213|0||||
Wicked Grand Rapids|24| $98 |8|4|188|2,584|89|0||||
The Book of Mormon Cleveland|8| $76 |18|8|182|277|33|32| $89 |75|2,716| $238,858 
The Phantom of the Opera New York|222| $130 |4|13|177|38,222|201|1979| $128 |7|15,971| $2,211,289 
The Little Mermaid San Jose|8| $97 |22|2|164|683|77|2| $55 |5|10| $550 
Lion King Atlanta|23| $145 |13|6|152|4,279|151|23| $168 |117|3,157| $560,579 
Wicked Appleton|7| $125 |21|6|149|231|17|31| $125 |15|587| $73,732 
Aladdin The Musical Seattle|24| $143 |4|2|144|3,045|133|1| $89 |4|4| $356 
The Book of Mormon Washington DC|32| $145 |6|2|129|4,612|145|122| $129 |141|19,630| $3,020,668 
The Little Mermaid San Diego|8| $130 |16|0|119|398|44|0||||
Love Never Dies Baltimore|12| $88 |13|0|114|1,347|170|0||||
The Phantom of the Opera Minneapolis|24| $129 |11|0|110|2,351|81|27| $111 |22|573| $71,837 
Charlie And The Chocolate Factory New York|262| $124 |4|5|108|47,641|162|172| $96 |37|7,584| $971,095 
Fun Home Boston|16| $102 |12|0|100|3,761|229|0||||
Hamilton Tempe|32| $500 |33|3|93|198|26|0||||
Beautiful The Musical New York|104| $168 |3|4|89|17,761|167|1476| $200 |7|12,381| $2,681,076 
The Sound of Music Vancouver|8| $93 |8|4|88|553|66|0||||
Hamilton Boston|72| $675 |27|0|87|2,216|24|0||||
Aladdin the Musical San Francisco|81| $155 |5|4|87|3,585|38|0||||
Mean Girls Washington DC|39| $170 |20|4|85|1,915|48|0||||
Rent Austin|5| $128 |18|0|83|377|75|0||||
Christmas Spectacular Starring the Radio City Rockettes|199| $217 |5|2|82|31,525|157|196| $87 |133|28,042| $2,916,893 
The Book of Mormon Orlando|8| $134 |10|0|81|735|77|29| $110 |74|2,828| $332,875 
Les Miserables Kansas City|8| $155 |22|0|77|758|104|8| $121 |23|292| $37,108 
Groundhog Day New York|143| $153 |3|2|76|21,156|151|179| $108 |12|2,954| $372,046 
Fun Home Tempe|7| $45 |12|10|76|888|120|1| $21 |5|5| $142 
Love Never Dies Atlanta|8| $93 |13|2|75|2,256|226|0||||
Hamilton Atlanta|24| $550 |23|0|74|1,273|24|0||||
The Phantom of the Opera Columbus|16| $134 |4|0|70|1,604|107|16| $105 |31|374| $44,464 
Escape to Margaritaville Houston|8| $127 |7|0|68|1,155|123|0||||
The Little Mermaid Oklahoma City|7| $68 |14|2|67|49|12|2| $69 |4|4| $276 
The Book of Mormon Birmingham|8| $83 |12|0|66|1,369|155|8| $82 |77|770| $69,620 
Elf The Musical Boston|16| $116 |4|8|66|4,470|253|23| $101 |38|980| $107,614 
An American In Paris San Francisco|32| $125 |4|0|65|1,730|54|0||||
Anastasia The Musical New York|562| $170 |2|6|64|12,327|89|176| $150 |13|3,267| $517,833 
The Little Mermaid Durham|9| $106 |4|2|64|89|12|0||||
Beautiful The Carole King Musical San Jose|8| $91 |9|0|63|623|75|0||||
On Your Feet Miami|14| $203 |10|2|60|427|35|0||||
Waitress New York|334| $153 |2|3|58|38,763|147|530| $169 |8|5,817| $1,191,264 
Waitress Kansas City|8| $118 |14|0|56|327|27|0||||
Lion King Syracuse|20| $89 |6|0|55|2,152|75|0||||
The King and I Orlando|8| $142 |5|2|51|356|33|0||||
Hamilton Los Angeles Parking Passes|136| $21 |1|4|51|23,655|151|27| $17 |3|86| $2,152 
Miss Saigon New York|164| $180 |2|0|50|24,174|160|166| $128 |5|1,059| $149,004 
Kinky Boots New York|404| $177 |2|2|46|21,519|34|1746| $157 |8|25,625| $5,898,851 
School of Rock New York|416| $188 |3|0|45|42,173|75|696| $139 |11|9,683| $1,623,442 
Beautiful The Carole King Musical Fort Worth|8| $165 |6|2|44|317|39|0||||
Rent Milwaukee|8| $68 |12|0|44|467|55|0||||
The Color Purple Baltimore|8| $86 |6|0|43|1,578|194|0||||
Rent Tampa|8| $100 |6|6|43|200|28|0||||
Something Rotten San Francisco|7| $105 |6|6|42|92|25|25| $100 |6|163| $19,569 
Motown the Musical Chicago|17| $150 |5|5|40|1,495|82|130| $98 |22|3,351| $387,789 
Waitress Minneapolis|8| $71 |6|0|39|646|78|0||||
Love Never Dies Orlando|8| $126 |11|0|39|321|39|0||||
Wicked Pittsburgh|23| $147 |6|0|39|1,303|60|32| $159 |70|2,371| $398,708 
War Paint the Musical New York|142| $113 |4|0|38|13,351|80|139| $150 |5|830| $159,727 
Lion King Kansas City|24| $89 |10|0|37|1,390|50|33| $132 |2|60| $7,838 
Escape to Margaritaville New Orleans|10| $120 |6|2|36|1,189|109|0||||
The Bodyguard San Antonio|8| $114 |4|0|36|1,053|124|0||||
The Book of Mormon Seattle|16| $189 |18|0|36|1,306|78|55| $169 |130|8,394| $1,519,969 
The King and I Austin|8| $110 |11|0|36|460|43|0||||
Waitress Columbus|8| $108 |7|6|36|401|49|0||||
Rent Atlanta|8| $114 |6|0|35|1,875|200|0||||
The Little Mermaid Las Vegas|8| $75 |2|0|35|279|33|0||||
Chicago The Musical New York|343| $160 |2|0|34|47,657|150|693| $129 |4|2,586| $365,721 
Les Miserables Providence|10| $122 |5|0|34|228|24|0||||
Hamilton Houston|32| $540 |11|0|32|1,244|32|0||||
The Book of Mormon Boston|16| $160 |8|0|32|1,995|123|104| $121 |129|19,740| $3,038,533 
The Sound Of Music Calgary|8| $126 |4|0|32|469|53|0||||
The Red Shoes Los Angeles|21| $115 |2|2|31|1,909|95|0||||
Les Miserables Dallas|16| $94 |15|0|30|868|55|55| $119 |3|128| $15,449 
The Bodyguard St Louis|16| $57 |2|0|30|1,166|40|0||||
The Little Mermaid Tucson|7| $78 |4|0|30|85|12|0||||
The Phantom of the Opera Philadelphia|16| $144 |5|0|30|2,028|121|31| $127 |9|513| $74,661 
Lion King Orlando|32| $179 |5|0|29|2,685|69|28| $125 |10|423| $53,207 
Escape to Margaritaville Chicago|30| $135 |2|0|28|1,364|39|0||||
Cats New York|134| $161 |2|0|28|21,802|148|397| $164 |6|3,393| $604,643 
The King And I St Louis|16| $55 |4|2|28|1,082|39|7| $56 |6|22| $1,376 
Love Never Dies Detroit|16| $130 |4|0|28|1,291|83|0||||
Kinky Boots Philadelphia|8| $139 |5|4|28|867|102|15| $128 |10|194| $28,128 
On Your Feet Orlando|8| $130 |2|2|28|367|40|0||||
Lion King Birmingham|25| $107 |14|0|28|796|16|0||||
The Book of Mormon Norfolk|8| $123 |4|0|28|978|126|8| $121 |18|185| $21,660 
Hamilton Costa Mesa|24| $385 |27|0|27|585|16|0||||
Finding Neverland Omaha|8| $85 |4|0|27|137|33|0||||
Dr. Seuss How The Grinch Stole Christmas Detroit|6| $59 |4|0|27|1,412|223|27| $79 |22|632| $52,836 
The Sound of Music Portland|8| $90 |11|0|26|494|47|0||||
The Sound of Music Fort Lauderdale|16| $134 |3|0|26|3,202|191|0||||
Hamilton St Louis|24| $514 |13|0|26|896|20|0||||
The Book of Mormon New Haven|8| $116 |4|2|26|916|119|8| $64 |55|536| $39,655 
White Christmas Dallas|8| $75 |5|0|25|2,994|369|15| $95 |10|177| $17,621 
The Little Mermaid Omaha|8| $88 |6|0|25|134|26|0||||
School of Rock Chicago|23| $173 |7|0|25|1,350|57|0||||
Hamilton Seattle|45| $699 |12|0|25|1,598|35|0||||
Wizard of Oz Detroit|3| $74 |12|0|25|689|224|16| $89 |9|160| $14,877 
The King and I San Antonio|8| $139 |4|0|24|969|122|0||||
Something Rotten Costa Mesa|16| $83 |5|0|24|2,494|141|0||||
The Book of Mormon Portland|8| $162 |12|0|24|494|51|40| $125 |106|4,979| $777,346 
Finding Neverland Minneapolis|8| $86 |5|0|23|773|83|0||||
Brigadoon New York|7| $419 |8|0|23|257|39|0||||
The King and I New Orleans|8| $141 |2|0|22|581|62|0||||
School of Rock Columbus|8| $149 |4|0|22|356|40|0||||
School of Rock Pittsburgh|8| $103 |2|0|21|413|49|0||||
The Book of Mormon Costa Mesa|16| $107 |10|0|20|1,055|42|32| $152 |94|3,723| $590,105 
The Sound of Music Edmonton|8| $104 |5|0|20|491|65|0||||
Wicked Cleveland|32| $169 |9|0|19|1,224|34|38| $119 |49|2,316| $317,342 
Les Miserables Philadelphia|16| $164 |9|0|19|759|40|13| $89 |55|857| $123,803 
Kinky Boots Detroit|5| $69 |5|0|19|927|172|16| $119 |14|279| $34,154 
White Christmas New Orleans|$8 | $140 |2|0|18|585|77|$0 ||||
An American In Paris San Diego|7| $90 |2|0|18|127|11|1| $89 |8|8| $848 
Waitress Boston|16| $88 |2|0|16|3,169|176|27| $174 |4|138| $26,803 
Avenue Q New York|503| $90 |2|0|16|9,319|16|1511| $95 |3|2,833| $275,287 
Love Never Dies Boston|16| $230 |2|0|16|3,279|191|0||||
The Bodyguard Seattle|8| $100 |7|0|15|814|110|0||||
Bandstand New York|134| $226 |2|0|15|12,898|94|80| $117 |2|272| $39,932 
Wicked Fort Lauderdale|24| $121 |7|0|15|3,784|157|22| $167 |9|306| $48,852 
Beauty and the Beast Fort Worth|5| $250 |15|8|15|211|48|8| $150 |8|37| $5,622 
Blue Man Group Las Vegas|993| $124 |2|0|14|29,180|20|1962| $133 |2|1,000| $211,284 
The Phantom of the Opera New Orleans|16| $170 |6|0|14|1,464|84|14| $145 |31|576| $87,740 
Beautiful The Carole King Musical Oklahoma City|8| $103 |2|0|14|196|22|0||||
Elf The Musical|8| $54 |14|0|14|1,984|247|0||||
Rent San Jose|8| $124 |6|0|13|559|62|0||||
The Book of Mormon Toledo|8| $80 |3|0|13|472|56|8| $115 |12|76| $8,595 
Lion King Dallas|32| $79 |4|0|12|1,926|61|24| $152 |70|2,508| $391,660 
Finding Neverland Indianapolis|8| $136 |2|0|12|538|68|0||||
Chicago The Musical Louisville|8| $123 |6|0|12|367|41|0||||
Kinky Boots Birmingham|5| $89 |6|0|12|98|18|0||||
The Bands Visit New York|232| $242 |6|2|12|28,342|122|5| $230 |3|17| $4,645 
Something Rotten Seattle|24| $108 |2|2|12|903|37|0||||
Love Never Dies Fort Lauderdale|16| $103 |4|0|11|2,526|144|0||||
Kinky Boots Kansas City|3| $37 |11|0|11|151|51|7| $64 |25|137| $13,056 
The Book of Mormon Atlanta|8| $153 |5|0|11|1,085|91|33| $124 |229|9,160| $1,321,134 
Finding Neverland Charlotte|8| $97 |5|0|10|169|19|0||||
The Bodyguard Portland|8| $96 |5|0|10|566|49|0||||
A Gentlemans Guide to Love and Murder Atlanta|8| $55 |5|0|10|1,514|186|0||||
Motown the Musical Costa Mesa|8| $150 |2|0|10|863|103|15| $96 |17|322| $32,713 
Finding Neverland Philadelphia|8| $139 |2|0|10|863|104|0||||
The Phantom of the Opera Memphis|16| $147 |5|0|10|291|8|10| $116 |7|66|$10,116 
School of Rock Milwaukee|8| $83 |5|0|10|332|27|0||||
Waitress Milwaukee|8| $162 |5|0|10|305|24|0||||
Hamilton Portland|24| $699 |10|0|10|893|32|0||||
Wizard of Oz St Louis|5| $95 |10|0|10|206|44|18| $63 |13|399|$26,999 
The Book of Mormon West Palm Beach|7| $150 |10|0|10|116|14|8| $155 |20|218|$42,386 
Beauty and the Beast Atlanta|$1 | $29 |10|0|10|41|41|$16 | $89 |169|3,003|$351,034 
In the Heights Saint Paul|16| $133 |3|0|9|131|18|0||||
Les Miserables Nashville|8| $165 |9|0|9|392|55|4| $126 |27|102|$13,065 
Fun Home Dallas|16| $99 |2|0|9|2,235|142|0||||
Les Miserables Washington DC|21| $139 |9|0|9|150|15|24| $150 |29|663|$110,991 
Love Jones The Musical Irving|1| $70 |9|0|9|6|6|0||||
Rent Forth Worth Tickerts|9| $169 |2|0|8|380|45|0||||
Beautiful The Carole King Musical Chicago|64| $155 |8|0|8|1,083|4|0||||
On Your Feet Houston|8| $126 |4|0|8|1,029|107|0||||
Waitress Baltimore|8| $65 |3|0|8|1,293|154|0||||
Jersey Boys Vancouver|8| $103 |4|0|8|564|60|25| $99 |6|133|$12,707 
Something Rotten Tempe|8| $73 |4|0|8|699|75|0||||
Dr. Seuss How the Grinch Stole Christmas The Musical Dallas|22| $144 |8|0|8|693|32|0||||
Rent Louisville|3| $100 |8|0|8|228|67|0||||
Chicago (The Musical) Columbus|8| $59 |8|0|8|210|23|0||||
Dr. Seuss How the Grinch Stole Christmas Louisville|10| $101 |4|0|8|538|52|0||||
The King And I Tempe|8| $95 |8|0|8|732|76|0||||
Jersey Boys Richmond|4| $118 |2|0|8|106|23|14| $133 |7|102|$12,528 
White Christmas San Antonio|8| $154 |7|0|7|715|93|0||||
Love Never Dies San Jose|9| $93 |7|0|7|335|39|0||||
The Bodyguard Tempe|8| $85 |7|0|7|799|85|0||||
Hair The American Tribal Love Rock Musical Chicago|16| $125 |3|0|6|94|10|3| $32 |2|6|$374 
The Color Purple Houston|8| $55 |6|0|6|994|123|4| $77 |3|3|$248 
Something Rotten Los Angeles|48| $162 |3|0|6|2,965|63|0||||
Love Never Dies Durham|8| $116 |3|0|6|55|6|0||||
Wicked Memphis|24| $181 |6|0|6|96|4|24| $107 |27|747|$108,312 
Blue Man Group Boston|20| $85 |2|0|6|788|42|1447| $110 |3|2,565| $303,576 
Billy Elliot Portland|12| $90 |3|0|6|192|29|0||||
Kinky Boots Providence|5| $100 |6|0|6|73|18|8| $100 |4|18| $1,736 
The Book of Mormon San Francisco|32| $175 |6|0|6|437|12|180| $228 |47|12,224| $3,512,887 
La Cage Aux Folles San Francisco|13| $157 |6|0|6|50|6|3| $157 |2|7| $1,179 
Wizard of Oz Boston|5| $172 |6|0|6|398|75|16| $85 |32|652| $66,582 
Blue Man Group Chicago|110| $92 |2|0|5|3,735|35|2092| $95 |4|3,792| $423,447 
Les Miserables Appleton|8| $210 |5|0|5|229|30|0||||
Phantom Of The Opera Ottawa|16| $83 |2|0|5|79|9|0||||
The Bodyguard Greenville|8| $111 |2|0|5|161|30|0||||
Mamma Mia Phoenix|35| $128 |5|0|5|49|7|0||||
The Book Of Mormon North Charleston|8| $75 |2|0|5|1,019|123|8| $123 |26|242| $27,377 
An American In Paris Albuquerque|7| $101 |2|0|4|350|57|0||||
Rent New Orleans|8| $147 |4|0|4|475|56|0||||
Love Never Dies Los Angles|24| $163 |4|0|4|629|18|0||||
School Of Rock Austin|8| $105 |4|0|4|540|52|0||||
An American In Paris Austin|7| $92 |4|0|4|416|48|0||||
Jersey Boys Costa Mesa|5| $150 |4|0|4|853|205|24| $115 |9|281| $31,840 
Waitress Portland|8| $64 |2|0|4|492|46|0||||
Dr. Seuss How The Grinch Stole Christmas The Musical Pittsburgh|9| $102 |4|0|4|94|3|0||||
Les Miserables Portland|8| $152 |4|0|4|508|50|6| $82 |49|344| $30,644 
Prince of Broadway|74| $96 |2|0|4|1,904|32|4| $105 |2|7| $979 
School Of Rock St Louis|16| $58 |4|0|4|962|43|0||||
A Christmas Story Cincinnati|8| $87 |2|0|4|318|33|0||||
Jersey Boys Calgary|5| $200 |4|0|4|250|48|17| $58 |6|37| $3,265 
Love Never Dies Pittsburgh|8| $175 |4|0|4|1,407|174|0||||
Love Never Dies Chicago|26| $246 |4|0|4|1,057|43|0||||
Les Miserables Milwaukee|8| $92 |4|0|4|248|19|0||||
Finding Neverland Louisville|16| $86 |2|2|4|385|49|0||||
Bright Star Los Angeles|47| $229 |4|4|4|3,162|66|0||||
The Color Purple Pittsburgh|8| $95 |2|0|4|1,348|166|0||||
The Color Purple Boston|16| $108 |2|0|4|1,093|63|0||||
Spongebob Squarepants the Musical New York|231| $98 |4|0|4|21,763|86|0||||
Wicked Indianapolis|29| $179 |4|0|4|1,987|79|24| $133 |51|1,280| $169,208 
Hamilton Salt Lake City|32| $390 |4|0|4|4|2|0||||
Les Miserables Denver|16| $188 |4|0|4|142|8|8| $140 |37|287| $41,382 
Les Miserables Greenville|8| $115 |4|0|4|164|20|0||||
The Bodyguard Buffalo|8| $115 |2|0|4|407|50|0||||
The Book of Mormon Naples|8| $267 |4|0|4|32|4|6| $174 |2|10| $1,772 
The Sound of Music Jacksonville|8| $275 |4|0|4|80|4|0||||
Elf The Musical Denver|8| $89 |4|0|4|121|12|0||||
Million Dollar Quartet Atlanta|2| $139 |4|0|4|112|56|8| $94 |14|140| $14,286 
Rent Charlotte|7| $90 |2|0|4|122|18|0||||
In the Heights Dayton|8| $95 |4|0|4|161|21|0||||
Les Miserables Schenectady|8| $189 |3|0|3|2|2|7| $94 |6|86| $9,958 
Finding Neverland Miami|7| $63 |3|0|3|208|31|0||||
Guys and Dolls Stratford|34| $50 |3|0|3|390|12|3| $45 |2|2| $90 
Love Never Dies Tampa|8| $137 |3|0|3|244|29|0||||
The Red Shoes Charlotte|8| $129 |2|0|2|52|6|0||||
Newsies the Musical Lincolnshire|63| $63 |2|0|2|2|2|0||||
The Bodyguard Tulsa|8| $45 |2|0|2|108|12|0||||
Joan of Arc Into the Fire New York|1| $120 |2|0|2||0|59| $162 |4|281| $58,938 
Les Miserables Seattle|16| $90 |2|0|2|873|45|16| $150 |4|66| $11,362 
The Color Purple New Orleans|8| $59 |2|0|2|732|78|0||||
Love Never Dies Portland|8| $62 |2|0|2|518|45|0||||
The Color Purple Schenectady|8| $115 |2|0|2|9|2|0||||
Hamilton New York Parking Passes|70| $39 |1|0|2|69|1|22| $40 |1|20| $787 
On Your Feet Buffalo|11| $146 |2|0|2|513|58|0||||
Waitress Cincinnati|16| $82 |2|0|2|1,140|71|0||||
Waitress Dallas|16| $68 |2|0|2|830|55|0||||
Finding Neverland Cincinnati|16| $97 |2|0|2|787|46|0||||
Finding Neverland Schenectady|8| $99 |2|0|2|7|2|0||||
School of Rock Baltimore|8| $135 |2|0|2|1,096|145|0||||
School of Rock Fort Lauderdale|16| $138 |2|0|2|1,762|105|0||||
On Your Feet Durham|8| $109 |2|0|2|12|2|0||||
The Book of Mormon Cincinnati|8| $152 |2|0|2|854|102|32| $120 |44|1,806| $243,264 
School of Rock Costa Mesa|16| $195 |2|0|2|1,687|93|0||||
A Funny Thing Happened On The Way to the Forum Philadelphia|58| $95 |2|0|2|1,070|24|0||||
The King and I Las Vegas|8| $150 |2|0|2|153|17|0||||
Cirque Dreams Holidaze Bethlehem|4| $175 |2|0|2|310|70|0||||
On Your Feet St Louis|16| $80 |2|0|2|1,086|40|0||||
Dreamgirls Toronto|44| $152 |2|0|2|765|20|0||||
Waitress Cleveland|24| $102 |2|0|2|764|23|0||||
An American In Paris Milwaukee|8| $50 |2|0|2|291|22|0||||
An American In Paris Detroit|16| $160 |2|0|2|906|57|0||||
Finding Neverland Milwaukee|8| $50 |2|0|2|319|24|0||||
School of Rock Lousville|8| $53 |2|0|2|301|34|0||||
Waitress Louisville|8| $62 |2|0|2|271|33|0||||
Benny and Joan San Diego|50| $135 |2|0|2|6|2|0||||
Cinderella Tempe|8| $260 |2|0|2|677|86|8| $92 |14|124| $11,772 
Les Miserables Hartford|8| $205 |2|0|2|204|24|0||||
The Color Purple Des Moines|8| $105 |2|0|2|33|4|0||||
The Phantom of the Opera Tampa Bay|16| $120 |2|0|2|432|28|18| $124 |4|107| $14,146 
Rent Daytona Beach|1| $75 |2|0|2|9|9|0||||
