Rockstar Energy Drink UPROAR Festival|0|||||||73| $50 |101|8,774| $580,408 
iHeart80s Party|0|||||||1| $78 |589|589| $57,834 
Heart|0|||||||275| $108 |56|31,908| $3,467,338 
2 Chicago|0|||||||20| $128 |36|1,194| $138,416 
Mavis Staples|5||0|0||16|16|60| $80 |4|346| $33,127 
Prayers|0|||||||4| $35 |8|41| $1,820 
Brrrr Winter Music Festival|0|||||||3| $72 |16|33| $2,021 
The Beatles Love Live|0|||||||4| $90 |22|74| $6,360 
Electric Daisy Carnival London|0|||||||1| $58 |551|551| $32,034 
Badfish|6||0|0||89|15|319| $33 |4|1,343| $49,472 
Michael Franks|0|||||||21| $86 |6|125| $13,081 
Keb Mo|0|||||||131| $75 |4|1,064| $102,271 
Song Zuying|0|||||||2| $110 |17|34| $3,996 
The Trews|1||0|0|||0|19| $55 |4|68| $4,355 
Summer Set Music And Camping Festival|0|||||||18| $85 |11|354| $44,725 
Poison The Well|0|||||||3| $64 |16|84| $4,915 
KROCKATHON|0|||||||1| $29 |216|216| $14,060 
Toxic Summer Festival|0|||||||3| $34 |58|176| $6,924 
Jeff Lorber|0|||||||1| $79 |36|36| $3,343 
Millencolin|0|||||||12| $43 |5|137| $7,308 
M Ward|0|||||||13| $50 |10|282| $13,692 
Mikky Ekko|0|||||||10| $29 |6|100| $2,446 
Ledisi|0|||||||78| $95 |11|1,230| $125,472 
London Grammar|12||0|0||206|19|49| $44 |77|4,594| $235,414 
Wailin Jennys|2||0|0|||0|21| $72 |3|84| $5,836 
The Staves|0|||||||30| $35 |13|669| $24,185 
Valentines Love Jam|0|||||||5| $102 |21|132| $11,925 
Concert for Kids|0|||||||4| $63 |21|112| $7,951 
James Arthur|10||0|0||410|30|20| $69 |48|1,152| $80,606 
Party In The Park|0|||||||3| $40 |6|85| $3,470 
Death Cab For Cutie|0|||||||35| $72 |150|6,363| $524,986 
Hot 93.7 Hot Jam|0|||||||2| $98 |900|1,800| $155,057 
The Weepies|1||0|0|||0|29| $50 |7|297| $15,597 
American Idols Live|0|||||||164| $74 |51|17,085| $1,493,923 
Carrie Underwood|0|||||||201| $120 |652|153,431| $19,482,695 
The Stranglers|0|||||||20| $44 |4|103| $4,043 
Fergie|0|||||||4| $55 |73|330| $22,617 
Youssou N Dour|0|||||||10| $82 |6|65| $5,650 
New Kids on the Block Parking Passes|0|||||||57| $23 |5|445| $10,113 
Jose Luis Perales|0|||||||4| $85 |33|166| $24,836 
Machine|0|||||||9| $51 |8|49| $2,991 
Zemfira|0|||||||7| $134 |9|214| $32,102 
Bayou Country Superfest Parking Passes|0|||||||8| $56 |48|337| $23,039 
Electric Daisy Carnival New York EDC|0|||||||3| $211 |87|1,569| $368,317 
Frank Sinatra Tribute|0|||||||10| $74 |6|52| $3,513 
La Dispute|0|||||||47| $44 |13|1,511| $78,166 
Charlie Puth|0|||||||59| $38 |108|9,797| $396,876 
New World Punx|0|||||||2| $32 |32|64| $2,374 
Steely Dan Parking Passes|0|||||||29| $25 |7|391| $13,001 
Riot Fest|0|||||||10| $54 |119|1,786| $191,371 
Flight of the Conchords|0|||||||37| $75 |514|23,379| $2,060,779 
Charli XCX|0|||||||87| $29 |15|1,748| $55,403 
Wheres The Band|0|||||||5| $35 |17|66| $3,050 
Cloud Nothings|0|||||||36| $27 |10|612| $19,481 
Azizi Gibson|0|||||||6| $34 |32|172| $7,750 
Josh Rouse|2||0|0|||0|15| $31 |3|32| $1,202 
Joyce Manor|0|||||||35| $30 |8|514| $15,885 
Anamanaguchi|1||0|0||4|4|17| $35 |14|68| $2,677 
Soulstice|0|||||||5| $64 |16|69| $4,538 
Soul Jam|0|||||||5| $82 |27|134| $11,960 
Camp Bisco|0|||||||1| $160 |120|120| $20,806 
PnB Rock|0|||||||6| $45 |9|108| $4,837 
Tommy Trash|0|||||||21| $26 |3|168| $5,368 
Miracle On State Street|0|||||||5| $70 |212|1,979| $177,472 
Q877 Piqniq|0|||||||1| $29 |690|690| $24,678 
Buckcherry|0|||||||156| $47 |4|903| $45,888 
Iron Maiden|0|||||||91| $108 |378|52,132| $6,823,347 
Global Dub Festival|0|||||||5| $67 |209|1,473| $101,011 
Beirut|0|||||||44| $54 |32|3,053| $174,678 
Todrick Hall|0|||||||39| $56 |6|374| $24,760 
Morbid Angel|4||0|0|||0|63| $47 |2|143| $7,680 
Houston Music Festival|0|||||||1| $130 |52|52| $6,868 
The Fratellis|0|||||||41| $37 |26|2,004| $80,092 
Fiesta Maxima|0|||||||4| $57 |42|115| $8,749 
Alabama Shakes|0|||||||145| $69 |173|41,249| $3,392,568 
Carlos Vives Parking Passes|0|||||||7| $21 |6|43| $1,401 
National Quartet Convention|0|||||||12| $27 |4|40| $1,050 
Los Cafres|0|||||||12| $35 |11|82| $3,687 
Veronic Dicaire|0|||||||79| $29 |3|97| $4,105 
Neko Case|0|||||||91| $67 |7|1,435| $108,037 
Jingle Bell Ball|0|||||||3| $90 |561|1,193| $160,168 
E-40|0|||||||31| $56 |13|851| $58,110 
Katie Melua|0|||||||10| $36 |12|123| $5,372 
Jazz Fest West|0|||||||2| $202 |21|43| $8,208 
i Heart 80s|0|||||||1| $50 |113|113| $7,127 
Lake Street Drive|0|||||||1| $33 |99|99| $3,148 
Endfest|0|||||||4| $73 |34|167| $16,075 
Gilberto Gil|0|||||||10| $126 |6|155| $30,326 
Vanic|0|||||||13| $30 |4|193| $6,840 
Kylie Minogue|0|||||||16| $116 |90|1,758| $286,514 
Nocturne at Blenheim Palace|0|||||||4| $84 |9|58| $4,924 
Rufus|0|||||||3| $28 |7|50| $1,376 
Chrissie Hynde|0|||||||25| $75 |56|1,913| $181,593 
Beyond Wonderland Music Festival|0|||||||20| $163 |30|1,165| $215,644 
One OK Rock|2||0|0||38|19|36| $48 |10|1,359| $82,972 
Arman Hovhannisyan|0|||||||2| $88 |38|76| $6,467 
Jazmine Sullivan|0|||||||36| $55 |62|2,397| $142,440 
Heritage Music Festival|0|||||||2| $118 |32|32| $3,204 
Avant|1||0|0|||0|27| $79 |4|256| $26,967 
Mother Mother|1||0|0||8|8|74| $49 |6|624| $37,217 
Pendulum|0|||||||5| $25 |4|23| $574 
Boots and Hearts Music Festival|0|||||||16| $149 |26|939| $178,687 
Frightened Rabbit|0|||||||101| $32 |20|3,313| $130,063 
Pickwick|0|||||||27| $44 |4|77| $3,406 
Jingle Ball Concert Parking Passes|0|||||||19| $30 |12|532| $16,197 
Hospitality In The Dock|0|||||||1| $60 |46|46| $2,646 
Live 105s Not So Silent Night|0|||||||9| $78 |1,070|8,961| $810,145 
Big Barrel Country Music Festival|0|||||||2| $84 |339|339| $34,530 
Jedi Mind Tricks|0|||||||10| $43 |6|58| $2,200 
The Texas Tenors|3||0|0||75|37|29| $80 |4|62| $5,706 
Rainbow Kitten Surprise|1||0|0||7|7|27| $33 |23|868| $35,814 
Enter Shikari|10||0|0||162|18|63| $32 |4|369| $12,819 
Girls and Boys|1||0|0|||0|43| $21 |8|1,224| $44,507 
BottleRock Napa Valley|0|||||||12| $158 |839|13,460| $3,742,648 
Pearl And The Beard|0|||||||5| $26 |36|72| $2,847 
WELCOME Concert|0|||||||1| $60 |792|792| $61,136 
Mickey Hart Band|0|||||||31| $50 |2|2,824| $470,330 
Amplify|0|||||||1| $53 |277|277| $15,143 
Big Head Todd & the Monsters|0|||||||27| $51 |13|1,139| $112,930 
Pentatonix Parking Passes|0|||||||21| $23 |4|250| $5,866 
George Jones|0|||||||44| $105 |14|1,921| $302,888 
Russian Circles|0|||||||33| $39 |5|108| $4,149 
Goapele|4||0|0||2|2|17| $60 |3|54| $3,258 
The Amazing|0|||||||3| $85 |86|86| $7,878 
Radio City Christmas Live|0|||||||1| $35 |347|347| $11,985 
Buena Vista Social Club|0|||||||33| $103 |9|1,776| $218,261 
Big Music Fest|0|||||||4| $100 |36|99| $10,540 
Ten Out of Tenn|0|||||||1| $42 |84|84| $4,174 
Stabbing Westward|0|||||||4| $42 |15|99| $12,830 
Vinnie Paz|0|||||||4| $45 |5|39| $1,864 
Elrow|0|||||||4| $45 |14|68| $4,310 
Country Concert|0|||||||16| $175 |4|109| $23,409 
Smooth Jazz Festival|0|||||||1| $66 |273|273| $26,611 
David Foster|0|||||||3| $77 |43|87| $6,872 
Greatest Day Ever|0|||||||5| $50 |62|285| $14,609 
Graveyard|0|||||||46| $39 |2|63| $3,175 
The Holdup|0|||||||9| $44 |8|75| $3,260 
Juan Gabriel|0|||||||70| $160 |139|15,112| $3,004,453 
Faith Evans|0|||||||17| $109 |4|83| $11,408 
BBC 1Xtra Live|0|||||||1| $42 |40|40| $1,842 
X Factor Live Tour|0|||||||21| $38 |12|294| $16,021 
The Civil Wars|0|||||||8| $65 |40|367| $21,338 
Raul Malo|0|||||||9| $75 |4|34| $2,328 
Soulfest|0|||||||11| $102 |18|136| $17,047 
Little Hurricane|0|||||||15| $40 |4|32| $1,255 
Hank Williams III|0|||||||40| $57 |3|253| $13,818 
Neal McCoy|1||0|0||11|11|21| $43 |4|180| $5,797 
Kishi Bashi|0|||||||71| $33 |8|885| $34,275 
The Rock and Worship Roadshow|0|||||||7| $26 |57|295| $8,292 
Neon Desert Festival|0|||||||4| $104 |12|73| $7,709 
Walk The Moon|0|||||||197| $45 |74|26,033| $1,381,718 
Michael Buble Parking Passes|0|||||||3| $15 |30|75| $1,392 
Sophie|0|||||||3| $34 |10|81| $2,748 
The Rapture|0|||||||7| $31 |128|720| $23,848 
Trampled Underfoot|0|||||||5| $44 |3|44| $1,880 
Imelda May|13||0|0||50|4|32| $44 |5|270| $13,685 
Vintage Trouble|11||0|0||150|10|27| $41 |4|171| $6,526 
Rivers Edge Music Festival|0|||||||3| $102 |2|152| $16,435 
Sigur Ros|8||0|0||195|13|93| $70 |168|25,136| $2,386,905 
Weenie Roast|0|||||||7| $37 |212|1,293| $74,305 
The Lumineers|0|||||||172| $75 |537|137,472| $12,258,467 
89x Nutcracker|0|||||||1| $32 |74|74| $3,281 
Ryan Bingham|0|||||||127| $45 |16|2,992| $158,441 
Robyn|0|||||||10| $62 |103|1,697| $134,990 
The Naked and Famous|1||0|0|||0|92| $38 |24|4,821| $200,424 
Global Dance Festival|0|||||||35| $98 |34|2,137| $255,165 
Action Bronson|0|||||||37| $49 |17|1,384| $87,261 
Red Baraat|1||0|0|||0|23| $49 |4|62| $2,770 
MS MR|0|||||||64| $30 |20|2,370| $80,715 
Kavinsky|0|||||||3| $35 |20|51| $1,676 
WZPL Birthday Bash|0|||||||2| $68 |64|129| $9,226 
Oscar D leon|0|||||||5| $150 |25|211| $33,763 
Untapped Festival|0|||||||5| $40 |8|40| $2,129 
Beth Ditto|2||0|0||27|13|6| $40 |35|248| $13,047 
Jess Glynne|0|||||||46| $40 |74|4,875| $219,306 
Radio 104.5 Birthday Show|0|||||||3| $46 |1,646|4,280| $266,228 
Tony Hadley|1||0|0||36|36|6| $73 |11|155| $10,521 
Paper Diamond|0|||||||47| $35 |7|313| $11,022 
Said the Whale|0|||||||17| $38 |5|62| $2,582 
Wave Racer|0|||||||6| $18 |12|45| $761 
Del Tha Funkee Homosapien|0|||||||3| $33 |30|60| $3,132 
Steve Vai|0|||||||114| $73 |5|777| $63,409 
Gotye|0|||||||47| $46 |147|7,572| $431,707 
Tom Misch|1||0|0||15|15|11| $47 |34|560| $36,409 
Joel Plaskett|0|||||||17| $47 |6|208| $10,267 
The Punch Brothers|0|||||||107| $53 |14|2,470| $159,463 
Paid Dues Independent Hip Hop Festival|0|||||||1| $88 |56|56| $5,475 
Patti Austin|0|||||||8| $104 |3|124| $11,970 
Soundset Festival|0|||||||7| $115 |160|1,874| $217,395 
Femi Kuti|0|||||||16| $54 |4|77| $4,172 
Lauren Daigle|0|||||||5| $40 |9|53| $2,294 
Matt Goss|0|||||||101| $99 |5|91| $6,342 
Nikki Lane|0|||||||25| $32 |2|60| $2,181 
Magma|0|||||||9| $50 |3|33| $2,701 
Rae Sremmurd|0|||||||64| $50 |70|6,420| $387,188 
5 Seconds of Summer|0|||||||97| $75 |930|110,862| $10,969,548 
Dierks Bentley Parking Passes|0|||||||71| $18 |15|1,761| $42,530 
Clearwater Jazz Holiday|6||0|0||1|1|16| $59 |2|72| $6,035 
Freestyle Festival|0|||||||5| $80 |198|1,217| $117,273 
Anti-Flag|0|||||||17| $43 |2|139| $5,255 
Gospelfest Parking Passes|0|||||||3| $15 |10|42| $945 
Elephant Revival|4||0|0||8|4|37| $46 |6|660| $39,428 
Discharge|0|||||||7| $45 |10|117| $4,943 
Claypool Lennon Delirium|0|||||||25| $42 |9|400| $17,014 
Nick Jonas|1||0|0||12|12|42| $53 |70|6,688| $411,023 
Beartooth|0|||||||41| $32 |3|221| $8,004 
Classical Spectacular|6||0|0||47|8|8| $34 |21|167| $7,090 
Grieves and Budo|0|||||||6| $20 |12|33| $891 
All Them Witches|13||0|0||28|10|12| $30 |2|40| $1,190 
Eagles Parking Passes|2||0|0|||0|11| $45 |14|298| $12,330 
La Original Banda El Limon|1||0|0||76|76|3| $77 |5|56| $4,403 
Hotel California - A Salute to the Eagles|0|||||||30| $35 |6|125| $4,610 
Grizfolk|0|||||||11| $25 |3|40| $989 
Meghan Trainor|0|||||||76| $74 |349|27,270| $2,456,438 
Ilesoniq|0|||||||6| $122 |15|104| $13,416 
Lisa Fischer|7||0|0||4|4|11| $89 |4|34| $3,030 
Tamar Braxton|0|||||||21| $67 |51|1,429| $90,195 
Andy Kim|0|||||||6| $64 |6|32| $2,156 
Average White Band|0|||||||25| $81 |2|47| $4,066 
City of Caterpillar|1||0|0|||0|5| $30 |12|102| $3,143 
Boy|0|||||||14| $25 |11|62| $1,495 
Lianne La Havas|0|||||||59| $47 |33|2,078| $107,474 
Bronze Radio Return|0|||||||18| $27 |9|38| $1,070 
Soulection|1||0|0||55|55|5| $70 |42|336| $21,998 
Lil Boosie|0|||||||37| $85 |6|326| $38,362 
Troye Sivan|0|||||||54| $59 |302|17,972| $1,152,835 
Desiigner|0|||||||32| $15 |31|1,773| $25,647 
Saxon|0|||||||22| $39 |2|154| $8,314 
Magnetic Fields|2||0|0||17|8|38| $60 |11|830| $56,699 
The Australian Pink Floyd Show Parking Passes|0|||||||16| $15 |2|55| $1,329 
The Men|0|||||||12| $25 |15|31| $1,041 
Dave Matthews Band Parking Passes|0|||||||86| $36 |22|2,518| $114,418 
Diana Ross Parking Passes|0|||||||10| $28 |8|39| $1,415 
American Country Awards|0|||||||4| $72 |124|500| $71,904 
DJ Shadow|6||0|0||30|4|86| $40 |9|1,150| $50,288 
New Edition|0|||||||94| $109 |26|4,776| $571,984 
The Stone Roses|0|||||||8| $71 |252|4,098| $336,543 
Declan McKenna|12||0|0||160|11|11| $23 |7|74| $2,238 
Electric Wizard|0|||||||17| $55 |72|1,508| $85,977 
Natalie Merchant|0|||||||76| $116 |26|5,308| $703,524 
Sixx AM|0|||||||22| $45 |34|1,050| $54,303 
Candlebox|0|||||||71| $57 |4|413| $26,534 
Rockwave|0|||||||1| $50 |37|37| $1,891 
Moderat|0|||||||16| $48 |38|858| $46,780 
Portugal The Man|0|||||||132| $45 |21|8,754| $517,707 
Megan Hilty|4||0|0||4|4|27| $95 |4|73| $9,480 
Paul Thorn|3||0|0||27|13|26| $60 |4|36| $1,822 
Hermitude|0|||||||6| $31 |12|120| $4,452 
Suzanne Vega|12||0|0||39|5|52| $74 |2|116| $9,195 
Acceptance|0|||||||9| $28 |48|344| $11,217 
Asian Kung-Fu Generation|0|||||||2| $108 |67|135| $11,808 
Patti Lupone|0|||||||51| $102 |3|187| $26,192 
The Adicts|2||0|0||10|10|15| $29 |7|126| $4,863 
Trillectro Music Festival|0|||||||4| $60 |20|106| $7,987 
Jaheim|0|||||||32| $122 |16|816| $100,648 
Jerry Lee Lewis|0|||||||12| $100 |10|161| $17,127 
Kindred The Family Soul|0|||||||22| $98 |4|34| $3,370 
Five Finger Death Punch|4||0|0||133|12|183| $79 |63|21,068| $1,881,231 
Chill on the Hill|0|||||||9| $60 |177|1,315| $70,350 
Woods|0|||||||16| $24 |8|80| $1,871 
Ladies Night Out Tour|0|||||||11| $120 |2|280| $44,308 
Courtney Love|0|||||||24| $63 |13|462| $32,457 
Capital Jazz Festival|0|||||||23| $122 |32|1,598| $233,941 
All Good Music Festival|0|||||||3| $175 |79|241| $45,688 
Lupita DAlessio|0|||||||6| $85 |38|253| $23,414 
Arty|0|||||||18| $39 |6|187| $12,473 
Flux Pavilion|2||0|0||24|12|140| $45 |16|6,021| $324,522 
Love Rocks NYC|0|||||||1| $165 |195|195| $42,038 
Women of Purpose|0|||||||1| $65 |96|96| $6,386 
Frank Carter and the Rattlesnakes|10||0|0||78|6|16| $28 |5|128| $3,946 
Andy Black|0|||||||40| $36 |6|378| $14,662 
The Damned|16||0|0||54|4|57| $35 |12|1,227| $56,421 
Sensation|0|||||||12| $152 |288|3,018| $525,943 
Bondax|0|||||||9| $20 |6|148| $5,617 
Barbra Streisand|0|||||||32| $189 |1,018|35,543| $10,597,504 
King Diamond|0|||||||35| $55 |35|2,449| $167,922 
Save Ferris|0|||||||13| $36 |5|227| $10,436 
Antemasque|0|||||||21| $25 |5|190| $5,207 
Andrew McMahon|0|||||||145| $35 |16|7,908| $362,766 
Punch Brothers|0|||||||29| $65 |19|849| $68,957 
DNCE|0|||||||35| $31 |60|2,709| $89,683 
Moon Shine Grind|0|||||||1| $51 |95|95| $6,288 
Mamby On The Beach|0|||||||9| $70 |96|1,089| $94,915 
The Paper Kites|0|||||||32| $29 |9|365| $12,626 
Big Snow Show|0|||||||6| $55 |51|491| $29,623 
Anderson Ponty Band|0|||||||20| $103 |4|168| $17,334 
Franz Ferdinand|0|||||||54| $41 |39|3,393| $184,350 
AC Beachfest Concert Series|0|||||||1| $78 |1,755|1,755| $185,088 
Bill Wyman|0|||||||1| $170 |61|61| $10,371 
Dodie Clark|12||0|0||81|7|12| $49 |16|208| $10,122 
KSBJ Concert|0|||||||2| $56 |24|49| $3,487 
Pesado|0|||||||5| $85 |50|100| $11,359 
Benjamin Francis Leftwich|0|||||||14| $22 |3|43| $1,374 
Anberlin|0|||||||73| $39 |13|2,181| $96,504 
The Tea Party|0|||||||37| $52 |6|321| $20,444 
Brendan and Jake|0|||||||2| $63 |72|145| $9,930 
Hot For The Holidays|0|||||||1| $90 |695|695| $70,773 
Coin|1||0|0||12|12|25| $43 |15|670| $27,649 
Macklemore Parking Passes|4||0|0||4|4|4| $30 |3|31| $568 
Berlin|0|||||||28| $69 |4|102| $6,786 
Donovan|0|||||||28| $89 |12|735| $88,129 
Phil Vassar|6||0|0||142|14|80| $57 |4|610| $36,333 
IBMA Wide Open Bluegrass|0|||||||5| $50 |2|40| $2,519 
The New Mastersounds|0|||||||28| $30 |4|43| $1,861 
Grammy Nomination Concert|0|||||||3| $75 |297|863| $81,187 
Mipso|0|||||||8| $32 |7|35| $1,303 
Benyamin|0|||||||1| $97 |40|40| $4,905 
The Swon Brothers|0|||||||13| $41 |4|50| $3,021 
We Are NRG|0|||||||7| $85 |13|219| $22,203 
Rachael Yamagata|0|||||||61| $34 |3|256| $6,864 
Stellar Gospel Music Awards|1||0|0||24|24|6| $81 |6|48| $4,493 
Tipper|0|||||||17| $63 |80|2,470| $169,192 
Alex Clare|9||0|0||129|15|50| $28 |17|1,911| $46,033 
Laura Jane Grace|0|||||||7| $30 |5|35| $1,294 
AER|0|||||||95| $35 |8|1,113| $44,148 
Andre Tanneberger - ATB|0|||||||17| $45 |9|666| $33,465 
LL Cool J|0|||||||33| $76 |35|2,423| $193,652 
Bette Midler|0|||||||31| $102 |295|11,926| $1,761,197 
Eric Benet|5||0|0||9|9|17| $75 |3|106| $8,862 
Pam Tillis|0|||||||13| $95 |5|73| $5,078 
Summer Camp|0|||||||8| $87 |39|459| $59,098 
Brett Eldredge|0|||||||63| $57 |39|7,977| $595,146 
Panda Bear|0|||||||27| $35 |8|1,021| $40,739 
Geographer|3||0|0||18|18|35| $30 |5|567| $23,450 
Rodney Atkins|0|||||||66| $65 |4|441| $27,331 
Jon Anderson|0|||||||14| $99 |4|90| $8,640 
The Shins|0|||||||6| $76 |156|1,154| $91,371 
Jack Yo Lantern|0|||||||4| $69 |8|137| $14,697 
Luck Reunion with Willie Nelson and Family|0|||||||2| $118 |39|78| $9,000 
When We Were Young|0|||||||3| $100 |19|136| $15,527 
Wilkinson|0|||||||5| $30 |4|64| $2,611 
Amy MacDonald|3||0|0||4|2|16| $72 |5|137| $11,058 
Maroon 5 Parking Passes|0|||||||41| $30 |15|1,086| $36,328 
Tokezon|0|||||||1| $31 |71|71| $2,778 
Larry Gatlin and The Gatlin Brothers|0|||||||17| $69 |6|45| $3,319 
BET Experience Parking Passes|0|||||||4| $22 |22|91| $2,253 
Hometown Holiday|0|||||||4| $57 |18|76| $6,319 
Chris Brown|0|||||||121| $85 |302|60,115| $6,504,667 
James Taylor Parking Passes|0|||||||31| $30 |11|470| $23,491 
Smash Mouth|3||0|0||61|30|53| $46 |12|1,276| $63,909 
Jonathan Coulton|0|||||||8| $55 |6|33| $2,193 
AWOLNATION|0|||||||144| $45 |37|9,466| $434,239 
Dean|0|||||||5| $85 |8|41| $4,256 
Eric Paslay|1||0|0|||0|42| $39 |5|531| $18,098 
Carcass|0|||||||48| $42 |6|373| $19,989 
Boomtown Festival|0|||||||4| $176 |40|164| $29,965 
Eoto|8||0|0||99|16|58| $42 |2|154| $5,740 
Into It Over It|0|||||||14| $20 |4|77| $1,771 
Commodores|3||0|0||65|8|33| $89 |6|214| $17,961 
Legends of the Mic|0|||||||1| $117 |31|31| $4,852 
Acoustic Xmas|0|||||||2| $133 |21|43| $5,448 
Finch|0|||||||31| $35 |10|768| $27,921 
ASTR|0|||||||3| $25 |13|58| $1,793 
Reaction New Years Eve|0|||||||6| $101 |260|1,594| $148,450 
Stevie Nicks Parking Passes|0|||||||28| $37 |8|401| $14,359 
Hollerado|1||0|0||4|4|5| $33 |4|46| $1,822 
Pizza Underground|0|||||||8| $28 |7|81| $2,500 
Modestep|0|||||||18| $54 |5|184| $10,904 
Family Channel Big Ticket|0|||||||7| $68 |4|121| $4,940 
Joan Manuel Serrat|0|||||||2| $166 |26|53| $9,390 
Alex Sensation|0|||||||5| $80 |924|4,910| $485,071 
Silvertide|0|||||||3| $43 |21|43| $2,299 
90s Fest|0|||||||3| $50 |4|38| $1,873 
Arab Strap|0|||||||4| $34 |21|62| $2,358 
The Airborne Toxic Event|0|||||||119| $40 |20|5,336| $245,963 
Guitar Gods|0|||||||8| $78 |5|29| $2,480 
Bryan Ferry|0|||||||53| $111 |85|6,309| $874,728 
Semisonic|0|||||||4| $63 |65|304| $20,158 
Tinashe|0|||||||41| $26 |25|1,325| $35,839 
Playboi Carti|0|||||||41| $54 |90|4,476| $266,275 
Hugh Masekela|0|||||||9| $85 |4|86| $8,052 
The Count Basie Orchestra|0|||||||9| $100 |79|1,077| $124,468 
SMooCH|0|||||||3| $89 |28|57| $5,164 
Pentagram|0|||||||12| $36 |5|31| $1,128 
Strawberries and Creem Festival|2||0|0||350|175|12| $34 |40|366| $13,325 
Rocktopia|0|||||||10| $109 |4|55| $5,400 
Beanie Sigel|0|||||||9| $34 |7|36| $1,907 
The Internet|0|||||||4| $52 |5|44| $1,765 
Pure EDM|0|||||||3| $124 |10|789| $92,490 
KPRi Holiday Soiree|0|||||||2| $74 |22|44| $4,362 
Rainforest Benefit|0|||||||2| $315 |68|136| $60,477 
Operation Kick Ass Fest|0|||||||3| $70 |50|224| $19,529 
Dead and Company Parking Passes|0|||||||53| $36 |18|1,657| $75,241 
Alan Jackson Parking Passes|2||0|0|||0|3| $20 |8|35| $861 
Robert Plant|15||0|0||375|13|66| $110 |150|11,652| $1,483,193 
Guitar Pull|0|||||||6| $113 |18|139| $19,206 
Storm Large|2||0|0|||0|21| $77 |3|59| $4,269 
Seasons Festival|0|||||||14| $99 |3|85| $10,958 
Corb Lund|0|||||||21| $67 |4|121| $8,702 
Sounds Of The City|0|||||||4| $32 |27|150| $6,379 
Juicy Beach|0|||||||1| $35 |44|44| $1,662 
The Classic West Parking Passes|0|||||||2| $70 |215|431| $29,643 
Foals|0|||||||86| $38 |26|4,647| $195,750 
Islands|0|||||||15| $24 |4|40| $812 
FVDED in the Park|0|||||||10| $147 |17|237| $42,212 
Die Antwoord|0|||||||103| $56 |109|20,170| $1,266,480 
Julia Holter|0|||||||17| $28 |16|106| $3,320 
Winter Galactic|0|||||||2| $86 |351|702| $92,858 
Funk Fest|0|||||||28| $99 |8|397| $36,262 
Sol|0|||||||4| $44 |19|93| $3,808 
Janoskians|0|||||||37| $17 |23|1,851| $57,668 
Nonpoint|0|||||||39| $36 |4|86| $2,795 
Ta Ku|0|||||||4| $36 |39|177| $6,380 
Airborne Toxic Event|0|||||||2| $15 |33|67| $1,551 
Tom Odell|0|||||||41| $40 |18|951| $40,811 
Cage the Elephant|0|||||||102| $56 |78|13,462| $886,861 
After The Burial|0|||||||21| $36 |3|54| $2,531 
Nora en Pure|7||0|0||62|12|4| $57 |13|78| $5,041 
WCCC Christmas Chaos|0|||||||1| $84 |51|51| $4,610 
End of Summer Jam|0|||||||3| $66 |270|540| $56,293 
Hyte NYC|0|||||||3| $75 |4|52| $4,059 
Mark Knight|0|||||||9| $56 |8|50| $3,494 
Generation Wild|0|||||||3| $26 |89|89| $2,419 
Charlotte Cardin|0|||||||3| $65 |19|64| $4,449 
Pinback|0|||||||80| $42 |4|402| $17,419 
Ryan Leslie|0|||||||22| $50 |7|193| $9,970 
Revelation Records 25th Anniversary|0|||||||5| $57 |11|70| $4,527 
Goat Rodeo Sessions|0|||||||5| $84 |32|376| $39,517 
Sea Wolf|0|||||||15| $37 |8|69| $2,936 
The Brothers Comatose|4||0|0||66|17|10| $43 |7|56| $4,141 
Belle and Sebastian|0|||||||47| $50 |49|4,915| $356,196 
Jens Lekman|0|||||||33| $36 |19|620| $26,183 
Brody Dalle|0|||||||8| $32 |3|35| $1,066 
The Monkees|0|||||||114| $95 |26|5,746| $707,531 
Steve Lawrence|0|||||||2| $177 |24|48| $9,971 
Polyphonic Spree|2||0|0||30|30|35| $30 |3|91| $5,111 
Missy Higgins|0|||||||17| $40 |6|178| $8,917 
Vienna Teng|0|||||||15| $35 |3|48| $2,388 
Heads of State|0|||||||3| $99 |51|51| $5,079 
Jason Derulo|8||0|0||487|45|38| $60 |34|2,310| $142,451 
Bunbury Music Festival|0|||||||23| $80 |17|1,089| $189,961 
Buku Music and Art Project|0|||||||13| $150 |18|409| $84,017 
Phantogram|2||0|0||38|19|155| $47 |30|10,611| $552,471 
Jessie J Tribute|0|||||||1| $21 |188|188| $4,413 
Steve Kimock|0|||||||15| $63 |14|573| $51,546 
Angus and Julia Stone|1||0|0|||0|19| $42 |14|953| $45,090 
Tribute to Edith Piaf|0|||||||3| $147 |37|75| $18,046 
Stockyards Music Festival|0|||||||1| $68 |31|31| $2,237 
Clap Your Hands Say Yeah|1||0|0||8|8|67| $28 |4|362| $10,302 
Gasparilla Music Festival|0|||||||5| $40 |23|94| $6,323 
Tortuga Music Festival|0|||||||14| $134 |20|1,308| $390,863 
New Years Eve Masquerade|0|||||||4| $35 |35|145| $6,270 
Shura|0|||||||8| $20 |8|126| $2,582 
Juan Gabriel Parking Passes|0|||||||16| $31 |4|138| $3,314 
Dope Music Festival|0|||||||3| $64 |38|150| $11,376 
Gaither Vocal Band|0|||||||81| $68 |4|385| $30,244 
Melt! Festival|0|||||||1| $136 |1,220|1,220| $137,867 
Glassjaw|0|||||||13| $31 |31|565| $26,412 
Wilco Parking Passes|3||0|0||1|1|6| $13 |2|45| $413 
Escape From Wonderland|0|||||||5| $126 |49|229| $37,554 
